
 Lista de Imóveis da Caixa;;Data de geração:;14/08/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787710408424 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA LAURO SODRE NOGUEIRA, N. 302, Apto B204, BL 11 VAGA 75 ;101.926,27;172.000,00;40.75;Não;Apartamento, 61.05 de área total, 43.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710408424
 8555537509537 ;MG ;RIBEIRAO DAS NEVES ;CONJUNTO HENRIQUE SAPORI ;RUA JAMAICA, N. 28, Apto 303,  BL 3 VG 36 ;94.815,14;160.000,00;40.75;Não;Apartamento, 0.00 de área total, 47.75 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537509537
 8787713157031 ;MG ;RIBEIRAO DAS NEVES ;VALE DAS CEREJEIRAS (JUSTINOPOLIS) ;AVENIDA DENISE CRISTINA DA ROCHA, N. 612, Apto 304, BL 09 ;103.704,06;175.000,00;40.75;Não;Apartamento, 75.74 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713157031
 8787715185881 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 204, BL 12 ;97.778,11;165.000,00;40.75;Não;Apartamento, 56.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715185881
 8787717223527 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ; R ADIR ALVES DE LIMA, N. 90, Apto 104, BL14 ;97.778,11;165.000,00;40.75;Não;Apartamento, 56.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717223527
 8787710227381 ;MG ;RIBEIRAO DAS NEVES ;VILA MARIANA ;RUA JOSE PEDRO PEREIRA, N. 558, Apto 403, BL19 COND 02 ;98.370,70;166.000,00;40.75;Não;Apartamento, 99.85 de área total, 40.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710227381
 8787719914128 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 303, GLB 02 BL 07 ;116.047,39;192.000,00;39.56;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719914128
 8444417005459 ;MG ;RIBEIRAO DAS NEVES ;SAN GENARO ; RUA NATALINO ACORSI NETO, N. 61, CS2,  QD 40, LT 13 ;108.080,77;175.000,00;38.24;Não;Casa, 144.19 de área total, 60.88 de área privativa, 113.60 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417005459
 8008400027240 ;MG ;RIBEIRAO DAS NEVES ;GUADALAJARA (JUSTINOPOLIS) ;RUA MEARIM, N. 131, LT 20A QD 07 ;111.168,79;180.000,00;38.24;Não;Casa, 53.50 de área total, 53.50 de área privativa, 200.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8008400027240
 8444409005151 ;MG ;RIBEIRAO DAS NEVES ;CENTRO (JUSTINOPOLIS) ;AVENIDA DENISE CRISTINA DA ROCHA, N. 2555, Apto 404, BL 15 ;96.346,29;156.000,00;38.24;Não;Apartamento, 46.97 de área total, 46.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409005151
 8787708476078 ;MG ;RIBEIRAO DAS NEVES ;VENEZA ;RUA JOSE FERREIRA DE PAULA, N. 849, Apto 304, BL 02 LT 13/17 QD 79 ;130.074,36;139.000,00;6.43;Não;Apartamento, 42.19 de área total, 42.19 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708476078
 8444411776984 ;MG ;RIBEIRAO DAS NEVES ;DESM. LIDICE ;RUA TREZE DE MAIO, N. 122, CS03  QD 4B LT 7 ;242.000,00;242.000,00;0.00;Não;Casa, 83.83 de área total, 64.38 de área privativa, 261.09 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411776984
 8444416672443 ;MG ;RIBEIRAO DAS NEVES ;JARDIM ALA ;RUA ANTONIO TEIXEIRA, N. 79, Apto 204, BL 21 ;161.000,00;161.000,00;0.00;Não;Apartamento, 98.59 de área total, 42.38 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416672443
 8555500234216 ;MG ;RIBEIRAO DAS NEVES ;JUSTINOPOLIS ;AVENIDA DENISE CRISTINA DA ROCHA, N. 2555, Apto 403, BL 15 ;138.000,00;138.000,00;0.00;Não;Apartamento, 46.96 de área total, 46.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500234216
 8555511128692 ;MG ;RIBEIRAO DAS NEVES ;JUSTINÓPOLIS ;AVENIDA DENISE CRISTINA DA ROCHA, N. 2555, Apto 002, BL 15 ;138.000,00;138.000,00;0.00;Não;Apartamento, 46.96 de área total, 46.96 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555511128692
 8555531682687 ;MG ;RIBEIRAO DAS NEVES ;HENRIQUES ;RUA ALDA SALOMAO RESENDE, N. 72, Apto 102, BL 22 ;150.000,00;150.000,00;0.00;Não;Apartamento, 45.01 de área total, 45.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531682687
 8787702088467 ;MG ;RIBEIRAO DAS NEVES ;FELIXLANDIA ;RUA GERALDINO ROCHA, N. 215, Apto 403, BL 02 ;182.000,00;182.000,00;0.00;Não;Apartamento, 64.37 de área total, 47.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702088467
 8787708873220 ;MG ;RIBEIRAO DAS NEVES ;PIABAS JUSTINOPOLIS ;RUA JOSE MARIA DE MENEZES, N. 20, Apto 103, BL 03 VG 41PNE ;179.000,00;179.000,00;0.00;Não;Apartamento, 127.12 de área total, 54.02 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708873220
 8787711276262 ;MG ;RIBEIRAO DAS NEVES ;T. URB. JUSTINÓPOLIS ;AVENIDA DENISE CRISTINA DA ROCHA, N. 612, Apto 103, BL 5 ;172.000,00;172.000,00;0.00;Não;Apartamento, 75.74 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711276262
 8787711288120 ;MG ;RIBEIRAO DAS NEVES ;JUSTINOPOLIS ;AVENIDA DENISE CRISTINA DA ROCHA, N. 612, Apto 201, BL  9 SUBCOND 01  PROVINCIAS DE L ;172.000,00;172.000,00;0.00;Não;Apartamento, 75.74 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711288120
 8787711963960 ;MG ;RIBEIRAO DAS NEVES ;T. URB. JUSTINÓPOLIS ;AVENIDA DENISE CRISTINA DA ROCHA, N. 612, Apto 102, BL 4 VG 18 ;197.000,00;197.000,00;0.00;Não;Apartamento, 75.74 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711963960
 8787712205687 ;MG ;RIBEIRAO DAS NEVES ;T. URB. JUSTINÓPOLIS ;AVENIDA DENISE CRISTINA DA ROCHA, N. 612, Apto 404, BL 4 VG 32 ;172.000,00;172.000,00;0.00;Não;Apartamento, 75.74 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712205687
 8787717940431 ;MG ;RIBEIRAO DAS NEVES ;OLHOS D ÁGUA ;RUA MONTE CASTELO, N. 555, Apto 303, BL 06  VG 03 ;205.440,00;205.440,00;0.00;Não;Apartamento, 108.75 de área total, 45.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717940431
 8787706750911 ;MG ;RIBEIRAO DAS NEVES ;ROSANA ;RUA RAIMUNDO NONATO DE SOUZA, N. 1225, Apto 201, BLOCO 13 ;157.000,00;157.000,00;0.00;Não;Apartamento, 138.74 de área total, 46.19 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706750911
 8787716731723 ;MG ;RIBEIRAO DAS NEVES ;ROSANA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 303, BL 14 ;183.000,00;183.000,00;0.00;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716731723
 8444414692439 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA MARIA DA CONCEICAO GUIMARAES FERREIRA, N. 320, CASA 01  LT 06  QUADRA 8A ;248.000,00;248.000,00;0.00;Não;Casa, 99.35 de área total, 21.28 de área privativa, 67.72 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414692439
 8787710791473 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA JOSE PEDRO PEREIRA, N. 558, Apto 401, BL 18 ;142.000,00;142.000,00;0.00;Não;Apartamento, 99.58 de área total, 40.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710791473
 8787713163910 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA LAURO SODRE NOGUEIRA, N. 302, Apto A301, BL 04 VG 154 ;165.000,00;165.000,00;0.00;Não;Apartamento, 61.05 de área total, 43.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713163910
 8787713859834 ;MG ;RIBEIRAO DAS NEVES ;SAO PEDRO ;RUA JOSE PEDRO PEREIRA, N. 558, Apto 403, BL 04 ;170.000,00;170.000,00;0.00;Não;Apartamento, 99.58 de área total, 40.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713859834
 8008708007154 ;MG ;RIBEIRAO DAS NEVES ;CENTRO (JUSTINOPOLIS) ;RUA JOSE ROMUALDO BONIFACIO DA ROCHA, N. 25, Apto 403, BL 1 ;87.000,00;87.000,00;0.00;Não;Apartamento, 52.92 de área total, 52.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8008708007154
 8787708642636 ;MG ;RIBEIRAO DAS NEVES ;URCA (JUSTINOPOLIS) ;RUA BOTAFOGO, N. 325, Apto 302, BL 47  VG 125 ;160.000,00;160.000,00;0.00;Não;Apartamento, 69.95 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708642636
 8787712782706 ;MG ;RIBEIRAO DAS NEVES ;URCA (JUSTINOPOLIS) ;RUA BOTAFOGO, N. 325, Apto 104, BL  42 VG 269 ;167.000,00;167.000,00;0.00;Não;Apartamento, 69.50 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712782706
 8444411900987 ;MG ;RIBEIRAO DAS NEVES ;MENEZES (JUSTINOPOLIS) ;RUA CEARA, N. 40, Apto 101, ;179.000,00;179.000,00;0.00;Não;Apartamento, 51.03 de área total, 51.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411900987
 8444409742130 ;MG ;RIBEIRAO DAS NEVES ;BOM SOSSEGO ;RUA CAMILO ALVES DE LIMA, N. 347, Apto 207, QUADRA 12 LOTE 11 ;150.000,00;150.000,00;0.00;Não;Apartamento, 62.14 de área total, 45.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409742130
 8555501146302 ;MG ;RIBEIRAO DAS NEVES ;BOM SOSSEGO ;RUA PAULO SILVA, N. 80, Apto 42, BL 03 2 PAV VG 42 ;155.000,00;155.000,00;0.00;Não;Apartamento, 44.48 de área total, 44.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555501146302
 8444407129082 ;MG ;RIBEIRAO DAS NEVES ;TONY (JUSTINOPOLIS) ;RUA DO ROSARIO, N. 201, Apto 102, BLOCO 20 ;175.000,00;175.000,00;0.00;Não;Apartamento, 43.33 de área total, 43.33 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407129082
 8787705661761 ;MG ;RIBEIRAO DAS NEVES ;FELIXLANDIA (JUSTINOPOLIS) ; RUA GERALDINO ROCHA, N. 215, Apto 203, BL 13 ;181.000,00;181.000,00;0.00;Não;Apartamento, 64.37 de área total, 47.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705661761
 8787710260664 ;MG ;RIBEIRAO DAS NEVES ;METROPOLITANO ;AVENIDA A, N. 180, Apto 304, BL 60 VG 30 ;174.000,00;174.000,00;0.00;Não;Apartamento, 76.08 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710260664
 8444421554232 ;MG ;RIBEIRAO DAS NEVES ;SAO LUIZ ;RUA TRINTA E SETE, N. 81, Apto 201, BL 04  VG 70 ;156.698,78;156.698,78;0.00;Não;Apartamento, 60.93 de área total, 60.93 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421554232
 8444422158713 ;MG ;RIBEIRAO DAS NEVES ;SAO LUIZ ;RUA TRINTA E SETE, N. 81, Apto 302, BL 05 VG 86 ;134.000,00;134.000,00;0.00;Não;Apartamento, 60.93 de área total, 60.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422158713
 8787711462430 ;MG ;RIBEIRAO DAS NEVES ;SAO LUIZ ;RUA TRINTA E SETE, N. 92, Apto 402, BL 05 VG 94 ;165.372,17;165.372,17;0.00;Não;Apartamento, 47.98 de área total, 47.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711462430
 8787715332388 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 102, BL 15 ;202.000,00;202.000,00;0.00;Não;Apartamento, 38.40 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715332388
 8787710179883 ;MG ;RIBEIRAO DAS NEVES ;VILA MARIANA ;RUA JOSE PEDRO PEREIRA, N. 558, Apto 403, BL 18 ;175.000,00;175.000,00;0.00;Não;Apartamento, 99.58 de área total, 40.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710179883
 8787711706356 ;MG ;RIBEIRAO DAS NEVES ;VILA MARIANA ;RUA JOSE PEDRO PEREIRA, N. 558, Apto 104, BL 9 ;184.914,77;184.914,77;0.00;Não;Apartamento, 121.14 de área total, 56.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711706356
 8787711724893 ;MG ;RIBEIRAO DAS NEVES ;VILA MARIANA ;RUA JOSE PEDRO PEREIRA, N. 558, Apto 102, BL 11 ;188.000,00;188.000,00;0.00;Não;Apartamento, 110.16 de área total, 48.67 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711724893
 8444413957277 ;MG ;RIBEIRAO DAS NEVES ;GIRASSOL (JUSTINOPOLIS) ;RUA VINHATICO, N. 121, Apto 201, VG 02 LOTE 09 QUADRA 13 ;165.655,66;160.000,00;0.00;Não;Apartamento, 71.70 de área total, 46.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413957277
 8787705539354 ;MG ;RIBEIRAO DAS NEVES ;ROSANA ;RUA RAIMUNDO NONATO DE SOUZA, N. 1025, Apto 302, BL 02 VG 133 ;136.554,47;128.000,00;0.00;Não;Apartamento, 138.74 de área total, 46.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705539354
 8787717465822 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 201, BL 11 ;206.017,98;189.002,12;0.00;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717465822
 8444402633165 ;MG ;RIBEIRAO DAS NEVES ;ESPERANCA JUSTINOPOL ;RUA AUSTRALIA, N. 59, Apto 303, 3 PAV LT 26 QD 23 ;137.091,98;122.000,00;0.00;Não;Apartamento, 65.79 de área total, 45.09 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402633165
 8787719497071 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 201, BL 05 ;177.912,24;152.000,00;0.00;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719497071
 8787719442153 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 302, BL 08 ;207.101,52;175.000,00;0.00;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719442153
 8787715676885 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 404, BL12 ;179.955,31;123.000,00;0.00;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715676885
 8787717295617 ;MG ;RIBEIRAO DAS NEVES ;DONA CLARA ;RUA ADIR ALVES DE LIMA, N. 90, Apto 302, BL 14 ;191.481,98;123.000,00;0.00;Não;Apartamento, 53.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717295617
 1444421269297 ;MG ;RIBEIRAO DAS NEVES ;JUSTINÓPOLIS ;RUA BRUMADINHO, N. 329, LOTE 20 DA QUADRA 144 ;779.331,38;200.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421269297
 8444415955557 ;MG ;RIO CASCA ;Rio Casca ; JUQUITA FIRMINO, N. 124, ;64.610,23;120.000,00;46.16;Não;Casa, 49.41 de área total, 49.41 de área privativa, 226.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415955557
 8787705225899 ;MG ;SABARA ;BORBA GATO ;RUA BRITANITE, N. 2, Apto 403, BL 02 VG 147 ;90.746,77;155.000,00;41.46;Não;Apartamento, 158.87 de área total, 55.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705225899
 8787704260836 ;MG ;SABARA ;BORBA GATO ;RUA BRITANITE, N. 02, Apto 103, BLOCO 02, VAGA 159 ;100.741,08;170.000,00;40.75;Não;Apartamento, 171.44 de área total, 53.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704260836
